Date,Visitor,G,Home,G,,Att.,LOG,Notes
2009-03-31,Tampa Bay Lightning,1,Boston Bruins,3,,16996,,
2009-03-31,Nashville Predators,1,Columbus Blue Jackets,2,,14495,,
2009-03-31,Anaheim Ducks,5,Edmonton Oilers,3,,16839,,
2009-03-31,Ottawa Senators,2,Florida Panthers,5,,15247,,
2009-03-31,Dallas Stars,3,Los Angeles Kings,2,,17648,,
2009-03-31,Vancouver Canucks,2,Minnesota Wild,1,OT,18568,,
2009-03-31,Chicago Blackhawks,1,Montreal Canadiens,4,,21273,,
2009-04-01,Buffalo Sabres,2,Atlanta Thrashers,3,OT,15038,,
2009-04-01,St. Louis Blues,1,Chicago Blackhawks,3,,21548,,
2009-04-01,Phoenix Coyotes,3,Colorado Avalanche,0,,13437,,
2009-04-01,New Jersey Devils,1,Pittsburgh Penguins,6,,17132,,
2009-04-01,Philadelphia Flyers,2,Toronto Maple Leafs,3,,19340,,
2009-04-01,New York Islanders,3,Washington Capitals,5,,18277,,
2009-04-02,Ottawa Senators,1,Boston Bruins,2,,17565,,
2009-04-02,New York Rangers,2,Carolina Hurricanes,4,,18680,,
2009-04-02,Calgary Flames,2,Dallas Stars,1,,17106,,
2009-04-02,St. Louis Blues,5,Detroit Red Wings,4,,19935,,
2009-04-02,San Jose Sharks,2,Edmonton Oilers,1,,16839,,
2009-04-02,Montreal Canadiens,5,New York Islanders,1,,15255,,
2009-04-02,Los Angeles Kings,1,Phoenix Coyotes,2,,13177,,
2009-04-02,Anaheim Ducks,6,Vancouver Canucks,5,SO,18630,,
2009-04-03,Nashville Predators,1,Chicago Blackhawks,3,,21628,,
2009-04-03,Atlanta Thrashers,3,Florida Panthers,1,,15945,,
2009-04-03,Calgary Flames,0,Minnesota Wild,4,,18568,,
2009-04-03,Tampa Bay Lightning,4,New Jersey Devils,5,OT,17625,,
2009-04-03,Toronto Maple Leafs,5,Philadelphia Flyers,8,,19727,,
2009-04-03,Buffalo Sabres,5,Washington Capitals,4,OT,18277,,
2009-04-04,New York Rangers,0,Boston Bruins,1,,17565,,
2009-04-04,New Jersey Devils,3,Buffalo Sabres,2,,18690,,
2009-04-04,Pittsburgh Penguins,2,Carolina Hurricanes,3,OT,18680,,
2009-04-04,St. Louis Blues,4,Dallas Stars,5,OT,18532,,
2009-04-04,Vancouver Canucks,3,Edmonton Oilers,5,,16839,,
2009-04-04,Phoenix Coyotes,1,Los Angeles Kings,6,,18118,,
2009-04-04,Columbus Blue Jackets,4,Nashville Predators,5,SO,16750,,
2009-04-04,Tampa Bay Lightning,1,New York Islanders,3,,12809,,
2009-04-04,Philadelphia Flyers,3,Ottawa Senators,4,SO,19557,,
2009-04-04,Anaheim Ducks,5,San Jose Sharks,2,,17496,,
2009-04-04,Montreal Canadiens,6,Toronto Maple Leafs,2,,19516,,
2009-04-05,San Jose Sharks,3,Anaheim Ducks,2,,17398,,
2009-04-05,Chicago Blackhawks,1,Columbus Blue Jackets,0,OT,15957,,
2009-04-05,Minnesota Wild,2,Detroit Red Wings,3,,20066,,
2009-04-05,Pittsburgh Penguins,2,Florida Panthers,4,,18232,,
2009-04-05,Colorado Avalanche,4,Vancouver Canucks,1,,18630,,
2009-04-05,Atlanta Thrashers,4,Washington Capitals,6,,18277,,
2009-04-06,Detroit Red Wings,4,Buffalo Sabres,1,,18690,,
2009-04-06,Los Angeles Kings,1,Calgary Flames,4,,19289,,
2009-04-06,Ottawa Senators,3,Montreal Canadiens,2,,21273,,
2009-04-07,Washington Capitals,4,Atlanta Thrashers,2,,16027,,
2009-04-07,New York Islanders,0,Carolina Hurricanes,9,,18680,,
2009-04-07,Los Angeles Kings,2,Edmonton Oilers,1,,16839,,
2009-04-07,Dallas Stars,1,Minnesota Wild,3,,18568,,
2009-04-07,Toronto Maple Leafs,4,New Jersey Devils,1,,15046,,
2009-04-07,Chicago Blackhawks,4,Nashville Predators,2,,17113,,
2009-04-07,Montreal Canadiens,1,New York Rangers,3,,18200,,
2009-04-07,Boston Bruins,2,Ottawa Senators,3,,19053,,
2009-04-07,Florida Panthers,1,Philadelphia Flyers,2,,19637,,
2009-04-07,St. Louis Blues,5,Phoenix Coyotes,1,,13761,,
2009-04-07,Colorado Avalanche,0,San Jose Sharks,1,SO,17496,,
2009-04-07,Pittsburgh Penguins,6,Tampa Bay Lightning,4,,19538,,
2009-04-07,Calgary Flames,1,Vancouver Canucks,4,,18630,,
2009-04-08,Columbus Blue Jackets,4,Chicago Blackhawks,3,SO,21536,,
2009-04-08,Buffalo Sabres,3,Toronto Maple Leafs,1,,19516,,
2009-04-09,Florida Panthers,3,Atlanta Thrashers,2,,15738,,
2009-04-09,Montreal Canadiens,4,Boston Bruins,5,OT,17565,,
2009-04-09,Buffalo Sabres,5,Carolina Hurricanes,1,,18513,,
2009-04-09,Dallas Stars,3,Colorado Avalanche,2,SO,13822,,
2009-04-09,Nashville Predators,4,Detroit Red Wings,3,SO,20066,,
2009-04-09,Philadelphia Flyers,1,New York Rangers,2,,18200,,
2009-04-09,New Jersey Devils,3,Ottawa Senators,2,SO,20151,,
2009-04-09,New York Islanders,1,Pittsburgh Penguins,6,,17132,,
2009-04-09,Phoenix Coyotes,4,San Jose Sharks,1,,17496,,
2009-04-09,Washington Capitals,4,Tampa Bay Lightning,2,,18891,,
2009-04-09,Los Angeles Kings,0,Vancouver Canucks,1,,18630,,
2009-04-10,Dallas Stars,3,Anaheim Ducks,4,SO,17531,,
2009-04-10,Calgary Flames,1,Edmonton Oilers,5,,16839,,
2009-04-10,Nashville Predators,4,Minnesota Wild,8,,18568,,
2009-04-10,Columbus Blue Jackets,1,St. Louis Blues,3,,19250,,
2009-04-11,Tampa Bay Lightning,2,Atlanta Thrashers,6,,17122,,
2009-04-11,Boston Bruins,1,Buffalo Sabres,6,,18690,,
2009-04-11,Minnesota Wild,6,Columbus Blue Jackets,3,,19013,,
2009-04-11,Edmonton Oilers,1,Calgary Flames,4,,19289,,
2009-04-11,Vancouver Canucks,1,Colorado Avalanche,0,OT,13397,,
2009-04-11,Chicago Blackhawks,4,Detroit Red Wings,2,,20066,,
2009-04-11,Washington Capitals,4,Florida Panthers,7,,18527,,
2009-04-11,San Jose Sharks,3,Los Angeles Kings,4,,18118,,
2009-04-11,Pittsburgh Penguins,3,Montreal Canadiens,1,,21273,,
2009-04-11,Carolina Hurricanes,2,New Jersey Devils,3,,17625,,
2009-04-11,Philadelphia Flyers,3,New York Islanders,2,,16234,,
2009-04-11,Anaheim Ducks,4,Phoenix Coyotes,5,SO,16438,,
2009-04-11,Ottawa Senators,2,Toronto Maple Leafs,5,,19370,,
2009-04-12,Detroit Red Wings,0,Chicago Blackhawks,3,,22376,,
2009-04-12,St. Louis Blues,1,Colorado Avalanche,0,,13661,,
2009-04-12,Boston Bruins,6,New York Islanders,2,,14311,,
2009-04-12,New York Rangers,4,Philadelphia Flyers,3,,19648,,
